formula, size, total, solver, subsumption, reverse
P0.5N4L10.form280, 10, 2, 0, 1, 0, false
P0.5N4L10.form281, 10, 2, 0, 0, 0, false
P0.5N4L10.form282, 16, 2, 0, 0, 0, false
P0.5N4L10.form283, 13, 3, 0, 0, 0, true
P0.5N4L10.form284, 19, 2, 0, 0, 0, false
P0.5N4L10.form285, 13, 3, 0, 0, 0, false
P0.5N4L10.form286, 16, 3, 0, 0, 0, false
P0.5N4L10.form287, 10, 2, 0, 0, 0, true
P0.5N4L10.form288, 13, 5, 1, 0, 0, false
P0.5N4L10.form289, 16, 4, 0, 1, 0, false
P0.5N4L10.form290, 19, 3, 0, 0, 1, false
P0.5N4L10.form291, 16, 3, 0, 0, 0, false
P0.5N4L10.form292, 13, 2, 0, 0, 0, false
P0.5N4L10.form293, 13, 2, 0, 0, 0, false
P0.5N4L10.form294, 13, 3, 0, 0, 0, false
P0.5N4L10.form295, 16, 2, 0, 0, 0, false
P0.5N4L10.form296, 13, 2, 0, 0, 0, false
P0.5N4L10.form297, 16, 4, 0, 1, 2, false
P0.5N4L10.form298, 13, 2, 0, 0, 0, false
P0.5N4L10.form299, 16, 2, 0, 0, 0, false
P0.5N4L10.form300, 13, 2, 0, 0, 0, false
P0.5N4L10.form301, 16, 2, 0, 0, 0, false
P0.5N4L10.form302, 13, 2, 0, 0, 0, false
P0.5N4L10.form303, 16, 3, 0, 0, 0, false
P0.5N4L10.form304, 16, 4, 0, 0, 0, false
P0.5N4L10.form305, 16, 3, 0, 0, 1, false
P0.5N4L10.form306, 13, 3, 0, 0, 0, false
P0.5N4L10.form307, 13, 3, 0, 1, 3, true
P0.5N4L10.form308, 16, 3, 0, 1, 1, false
P0.5N4L10.form309, 19, 2, 0, 0, 0, false
P0.5N4L10.form310, 16, 2, 0, 0, 0, false
P0.5N4L10.form311, 10, 3, 0, 1, 0, false
P0.5N4L10.form312, 10, 3, 0, 0, 0, false
P0.5N4L10.form313, 13, 2, 0, 0, 0, false
P0.5N4L10.form314, 16, 2, 0, 0, 1, false
P0.5N4L10.form315, 19, 2, 0, 0, 0, false
P0.5N4L10.form316, 16, 3, 0, 1, 0, false
P0.5N4L10.form317, 16, 2, 0, 0, 0, false
P0.5N4L10.form318, 16, 2, 0, 0, 0, false
P0.5N4L10.form319, 10, 2, 0, 0, 0, false
P0.5N4L10.form320, 16, 4, 0, 0, 0, false
P0.5N4L10.form321, 16, 3, 0, 0, 0, false
P0.5N4L10.form322, 13, 3, 0, 0, 0, false
P0.5N4L10.form323, 13, 2, 0, 0, 0, false
P0.5N4L10.form324, 16, 3, 0, 0, 0, false
P0.5N4L10.form325, 13, 2, 0, 0, 0, false
P0.5N4L10.form326, 10, 2, 0, 0, 0, false
P0.5N4L10.form327, 13, 2, 0, 0, 0, false
P0.5N4L10.form328, 13, 2, 0, 0, 0, false
P0.5N4L10.form329, 16, 2, 0, 0, 0, false
P0.5N4L10.form330, 10, 3, 0, 0, 0, false
P0.5N4L10.form331, 13, 2, 0, 0, 0, true
P0.5N4L10.form332, 10, 4, 1, 0, 11, true
P0.5N4L10.form333, 16, 2, 0, 0, 1, true
P0.5N4L10.form334, 13, 3, 0, 0, 0, false
P0.5N4L10.form335, 13, 4, 0, 0, 0, true
P0.5N4L10.form336, 19, 2, 0, 0, 1, false
P0.5N4L10.form337, 13, 3, 1, 0, 0, false
P0.5N4L10.form338, 19, 3, 0, 1, 0, false
P0.5N4L10.form339, 10, 2, 0, 0, 0, false
P0.5N4L10.form340, 16, 2, 0, 0, 0, false
P0.5N4L10.form341, 10, 2, 0, 0, 0, false
P0.5N4L10.form342, 16, 2, 0, 0, 1, false
P0.5N4L10.form343, 10, 2, 0, 0, 0, false
P0.5N4L10.form344, 13, 3, 0, 0, 0, false
P0.5N4L10.form345, 16, 2, 0, 0, 0, false
P0.5N4L10.form346, 10, 2, 0, 0, 0, false
P0.5N4L10.form347, 16, 2, 0, 0, 0, false
P0.5N4L10.form348, 13, 2, 0, 0, 0, false
P0.5N4L10.form349, 19, 2, 0, 0, 0, false
P0.5N4L10.form350, 16, 3, 0, 0, 0, false
P0.5N4L10.form351, 13, 4, 0, 0, 0, false
P0.5N4L10.form352, 13, 4, 0, 1, 3, true
P0.5N4L10.form353, 10, 3, 0, 0, 1, false
P0.5N4L10.form354, 10, 13, 0, 1, 0, false
P0.5N4L10.form355, 19, 2, 0, 0, 0, false
P0.5N4L10.form356, 16, 2, 0, 0, 0, false
P0.5N4L10.form357, 10, 2, 0, 0, 0, false
P0.5N4L10.form358, 19, 4, 0, 0, 0, false
P0.5N4L10.form359, 13, 3, 0, 0, 0, false
P0.5N4L10.form360, 10, 3, 0, 0, 0, false
P0.5N4L10.form361, 13, 3, 0, 0, 0, false
P0.5N4L10.form362, 13, 2, 0, 0, 0, false
P0.5N4L10.form363, 10, 2, 0, 0, 0, false
P0.5N4L10.form364, 16, 2, 0, 0, 0, false
P0.5N4L10.form365, 10, 2, 0, 0, 0, false
P0.5N4L10.form366, 13, 2, 0, 0, 0, false
P0.5N4L10.form367, 13, 2, 0, 0, 0, false
P0.5N4L10.form368, 10, 2, 0, 0, 0, false
P0.5N4L10.form369, 10, 2, 0, 0, 0, false
P0.5N4L10.form370, 10, 2, 0, 0, 0, false
P0.5N4L10.form371, 19, 2, 0, 0, 0, true
P0.5N4L10.form372, 13, 2, 0, 0, 0, false
P0.5N4L10.form373, 10, 2, 0, 0, 0, false
P0.5N4L10.form374, 10, 2, 0, 0, 1, false
P0.5N4L10.form375, 10, 2, 0, 0, 0, false
P0.5N4L10.form376, 16, 2, 0, 0, 0, false
P0.5N4L10.form377, 16, 3, 0, 0, 0, false
P0.5N4L10.form378, 13, 2, 0, 0, 0, false
P0.5N4L10.form379, 13, 3, 0, 0, 0, false
P0.5N4L10.form380, 13, 3, 0, 0, 0, false
P0.5N4L10.form381, 10, 4, 0, 0, 0, false
P0.5N4L10.form382, 16, 4, 1, 0, 2, false
P0.5N4L10.form383, 16, 2, 0, 0, 0, false
P0.5N4L10.form384, 13, 2, 0, 0, 0, false
P0.5N4L10.form385, 13, 2, 0, 0, 0, false
P0.5N4L10.form386, 19, 2, 0, 0, 0, false
P0.5N4L10.form387, 13, 2, 0, 0, 0, false
P0.5N4L10.form388, 10, 2, 0, 0, 0, false
P0.5N4L10.form389, 16, 3, 0, 1, 2, false
P0.5N4L10.form390, 13, 4, 0, 1, 0, false
P0.5N4L10.form391, 13, 3, 0, 0, 0, false
P0.5N4L10.form392, 13, 2, 0, 0, 0, false
P0.5N4L10.form393, 13, 2, 0, 0, 3, true
P0.5N4L10.form394, 16, 2, 0, 0, 0, false
P0.5N4L10.form395, 16, 3, 0, 1, 0, false
P0.5N4L10.form396, 10, 2, 0, 0, 0, false
P0.5N4L10.form397, 16, 3, 0, 0, 2, true
P0.5N4L10.form398, 10, 2, 0, 0, 0, false
P0.5N4L10.form399, 16, 3, 0, 0, 0, false
P0.5N4L10.form400, 10, 2, 0, 0, 0, false
P0.5N4L10.form401, 16, 2, 0, 0, 0, false
P0.5N4L10.form402, 13, 2, 0, 0, 1, false
P0.5N4L10.form403, 19, 2, 0, 0, 0, false
P0.5N4L10.form404, 10, 2, 0, 0, 0, false
P0.5N4L10.form405, 16, 3, 0, 0, 0, false
P0.5N4L10.form406, 10, 2, 0, 0, 0, true
P0.5N4L10.form407, 10, 2, 0, 0, 0, false
P0.5N4L10.form408, 13, 3, 0, 0, 0, false
P0.5N4L10.form409, 13, 4, 0, 0, 0, false
P0.5N4L10.form410, 10, 4, 0, 0, 0, false
P0.5N4L10.form411, 10, 2, 0, 0, 0, false
P0.5N4L10.form412, 13, 2, 0, 0, 0, false
P0.5N4L10.form413, 16, 2, 0, 0, 0, false
P0.5N4L10.form414, 13, 2, 0, 0, 0, false
P0.5N4L10.form415, 13, 2, 0, 0, 0, false
P0.5N4L10.form416, 10, 2, 0, 0, 0, false
P0.5N4L10.form417, 10, 2, 0, 0, 0, false
P0.5N4L10.form418, 10, 3, 0, 1, 0, false
P0.5N4L10.form419, 10, 2, 0, 0, 0, false
P0.5N4L10.form420, 10, 2, 0, 0, 0, false
P0.5N4L10.form421, 10, 2, 0, 0, 1, false
P0.5N4L10.form422, 13, 2, 0, 0, 0, false
P0.5N4L10.form423, 10, 3, 0, 0, 1, false
P0.5N4L10.form424, 13, 2, 0, 0, 0, false
P0.5N4L10.form425, 13, 4, 0, 0, 0, false
P0.5N4L10.form426, 16, 4, 0, 0, 0, false
P0.5N4L10.form427, 10, 4, 0, 0, 0, false
P0.5N4L10.form428, 19, 3, 0, 0, 0, true
P0.5N4L10.form429, 19, 3, 0, 0, 0, false
P0.5N4L10.form430, 13, 2, 0, 0, 0, false
P0.5N4L10.form431, 13, 2, 0, 0, 0, false
P0.5N4L10.form432, 13, 2, 0, 0, 0, false
P0.5N4L10.form433, 10, 2, 0, 0, 0, false
P0.5N4L10.form434, 19, 2, 0, 0, 0, false
P0.5N4L10.form435, 13, 2, 0, 0, 0, false
P0.5N4L10.form436, 16, 2, 0, 0, 1, false
P0.5N4L10.form437, 13, 4, 0, 1, 0, true
P0.5N4L10.form438, 13, 3, 0, 0, 0, false
P0.5N4L10.form439, 10, 3, 0, 0, 0, false
P0.5N4L10.form440, 10, 2, 0, 0, 0, false
P0.5N4L10.form441, 10, 2, 0, 0, 0, false
P0.5N4L10.form442, 13, 2, 0, 0, 0, false
P0.5N4L10.form443, 13, 3, 1, 0, 0, false
P0.5N4L10.form444, 16, 2, 0, 0, 0, false
P0.5N4L10.form445, 16, 3, 0, 0, 0, false
P0.5N4L10.form446, 13, 2, 0, 0, 0, false
P0.5N4L10.form447, 16, 3, 0, 1, 4, true
P0.5N4L10.form448, 10, 12, 0, 0, 1, true
P0.5N4L10.form449, 13, 2, 0, 0, 0, true
P0.5N4L10.form450, 19, 2, 0, 0, 0, false
P0.5N4L10.form451, 13, 3, 0, 0, 0, false
P0.5N4L10.form452, 10, 3, 0, 0, 0, true
P0.5N4L10.form453, 13, 2, 0, 0, 0, false
P0.5N4L10.form454, 10, 3, 1, 0, 0, false
P0.5N4L10.form455, 13, 4, 0, 0, 1, true
P0.5N4L10.form456, 10, 3, 0, 0, 0, true
P0.5N4L10.form457, 10, 3, 0, 0, 0, false
P0.5N4L10.form458, 13, 2, 1, 0, 0, false
P0.5N4L10.form459, 13, 3, 0, 0, 1, true
P0.5N4L10.form460, 10, 2, 0, 0, 0, false
P0.5N4L10.form461, 10, 3, 0, 0, 0, false
P0.5N4L10.form462, 10, 2, 0, 0, 0, false
P0.5N4L10.form463, 13, 2, 0, 0, 0, false
P0.5N4L10.form464, 13, 2, 0, 0, 0, false
P0.5N4L10.form465, 10, 2, 0, 0, 0, false
P0.5N4L10.form466, 19, 2, 0, 0, 0, false
P0.5N4L10.form467, 16, 3, 0, 0, 0, false
P0.5N4L10.form468, 13, 2, 0, 0, 0, false
P0.5N4L10.form469, 13, 3, 0, 1, 0, false
P0.5N4L10.form470, 19, 2, 0, 0, 0, false
P0.5N4L10.form471, 16, 3, 0, 0, 0, false
P0.5N4L10.form472, 13, 4, 0, 1, 0, false
P0.5N4L10.form473, 10, 4, 0, 0, 0, false
P0.5N4L10.form474, 13, 5, 1, 0, 0, false
P0.5N4L10.form475, 16, 2, 0, 0, 0, false
P0.5N4L10.form476, 13, 2, 0, 0, 0, false
P0.5N4L10.form477, 10, 2, 0, 0, 1, true
P0.5N4L10.form478, 10, 2, 0, 0, 0, false
P0.5N4L10.form479, 13, 2, 0, 0, 0, false
P0.5N4L10.form480, 10, 2, 0, 0, 1, true
P0.5N4L10.form481, 13, 2, 0, 0, 0, false
P0.5N4L10.form482, 13, 3, 0, 0, 1, false
P0.5N4L10.form483, 10, 2, 0, 0, 1, true
P0.5N4L10.form484, 16, 2, 0, 0, 0, false
P0.5N4L10.form485, 10, 2, 0, 0, 0, false
P0.5N4L10.form486, 13, 3, 0, 0, 0, false
P0.5N4L10.form487, 22, 3, 1, 0, 2, true
P0.5N4L10.form488, 13, 2, 0, 0, 0, false
P0.5N4L10.form489, 10, 2, 0, 0, 0, false
P0.5N4L10.form490, 13, 2, 0, 0, 1, false
P0.5N4L10.form491, 10, 2, 0, 0, 0, false
P0.5N4L10.form492, 10, 2, 0, 0, 0, false
P0.5N4L10.form493, 16, 2, 0, 0, 0, false
P0.5N4L10.form494, 10, 4, 0, 0, 0, false
P0.5N4L10.form495, 13, 3, 0, 0, 0, false
P0.5N4L10.form496, 10, 3, 0, 0, 0, true
P0.5N4L10.form497, 13, 2, 0, 0, 0, false
P0.5N4L10.form498, 13, 2, 0, 0, 0, false
P0.5N4L10.form499, 16, 3, 0, 0, 0, false
P0.5N4L100.form, 133, 26, 0, 22, 1, false
P0.5N4L100.form1, 139, 58, 4, 30, 1, false
P0.5N4L100.form2, 127, 12, 0, 9, 1, false
P0.5N4L100.form3, 130, 9, 0, 6, 0, false
P0.5N4L100.form4, 130, 6, 0, 4, 0, false
P0.5N4L100.form5, 136, 2, 0, 0, 1, false
P0.5N4L100.form6, 121, 256, 2, 247, 1, false
P0.5N4L100.form7, 121, 26, 0, 23, 0, false
P0.5N4L100.form8, 130, 3, 0, 0, 0, false
P0.5N4L100.form9, 145, 19, 1, 12, 0, false
P0.5N4L100.form10, 142, 4, 0, 1, 0, false
P0.5N4L100.form11, 148, 194, 2, 190, 1, false
P0.5N4L100.form12, 154, 7, 0, 3, 1, false
P0.5N4L100.form13, 133, 20, 0, 17, 0, false
P0.5N4L100.form14, 124, 24, 0, 22, 1, false
P0.5N4L100.form15, 148, 17, 1, 13, 17, false
P0.5N4L100.form16, 124, 66, 0, 56, 10, false
P0.5N4L100.form17, 130, 13, 0, 11, 14, false
P0.5N4L100.form18, 133, 3, 1, 0, 0, false
P0.5N4L100.form19, 133, 120, 0, 115, 0, false
P0.5N4L100.form20, 145, 2, 0, 0, 0, false
P0.5N4L100.form21, 142, 169, 1, 166, 4, false
P0.5N4L100.form22, 151, 129, 2, 111, 58, false
P0.5N4L100.form23, 139, 3, 0, 0, 0, false
P0.5N4L100.form24, 133, 5000, 5000, 5000, 5000, TO
P0.5N4L100.form25, 136, 223, 2, 212, 0, false
P0.5N4L100.form26, 133, 102, 3, 79, 6, false
P0.5N4L100.form27, 124, 19, 0, 14, 1, false
P0.5N4L100.form28, 142, 3, 0, 0, 0, false
P0.5N4L100.form29, 139, 4, 0, 1, 0, false
P0.5N4L100.form30, 148, 2862, 5, 2257, 7, false
P0.5N4L100.form31, 136, 168, 2, 135, 5, false
P0.5N4L100.form32, 145, 2, 0, 0, 0, false
P0.5N4L100.form33, 130, 11, 0, 5, 3, false
P0.5N4L100.form34, 130, 30, 0, 28, 1, false
P0.5N4L100.form35, 133, 16, 0, 12, 0, false
P0.5N4L100.form36, 133, 47, 1, 42, 12, false
P0.5N4L100.form37, 145, 4, 0, 1, 0, false
P0.5N4L100.form38, 145, 9, 0, 7, 1, false
P0.5N4L100.form39, 133, 64, 3, 8, 5000, true
P0.5N4L100.form40, 139, 47, 3, 25, 529, false
P0.5N4L100.form41, 127, 3, 0, 0, 0, false
P0.5N4L100.form42, 130, 5, 0, 3, 0, false
P0.5N4L100.form43, 127, 7, 0, 5, 0, false
P0.5N4L100.form44, 121, 2, 0, 0, 0, false
P0.5N4L100.form45, 136, 3, 0, 1, 0, false
P0.5N4L100.form46, 136, 2, 0, 0, 0, false
P0.5N4L100.form47, 139, 3, 0, 0, 0, false
P0.5N4L100.form48, 127, 2, 0, 0, 1, false
P0.5N4L100.form49, 136, 28, 0, 25, 4, false
P0.5N4L100.form50, 136, 28, 0, 21, 0, false
P0.5N4L100.form51, 130, 133, 4, 79, 3523, false
P0.5N4L100.form52, 142, 1994, 30, 1471, 5000, true
P0.5N4L100.form53, 136, 2, 0, 0, 0, false
P0.5N4L100.form54, 142, 7, 0, 5, 0, false
P0.5N4L100.form55, 139, 2, 0, 0, 0, false
P0.5N4L100.form56, 145, 3, 0, 1, 0, false
P0.5N4L100.form57, 139, 3, 0, 0, 0, false
P0.5N4L100.form58, 136, 3, 0, 0, 0, false
P0.5N4L100.form59, 136, 7, 0, 5, 0, false
P0.5N4L100.form60, 151, 11, 1, 6, 1, false
P0.5N4L100.form61, 136, 4, 0, 0, 0, false
P0.5N4L100.form62, 145, 2, 0, 0, 1, false
P0.5N4L100.form63, 148, 13, 0, 7, 1110, false
P0.5N4L100.form64, 127, 30, 1, 24, 0, false
P0.5N4L100.form65, 151, 2, 0, 0, 0, false
P0.5N4L100.form66, 145, 16, 1, 6, 5000, true
P0.5N4L100.form67, 145, 99, 5, 50, 5000, true
P0.5N4L100.form68, 142, 2, 0, 0, 0, false
P0.5N4L100.form69, 160, 51, 5, 31, 5, false
P0.5N4L100.form70, 133, 3, 0, 1, 0, false
P0.5N4L100.form71, 133, 174, 4, 112, 5, false
P0.5N4L100.form72, 139, 32, 2, 22, 11, false
P0.5N4L100.form73, 118, 101, 2, 96, 5, false
P0.5N4L100.form74, 139, 425, 0, 420, 12, false
P0.5N4L100.form75, 124, 6, 1, 3, 1, false
P0.5N4L100.form76, 124, 145, 0, 133, 6, false
P0.5N4L100.form77, 136, 373, 8, 152, 5000, true
P0.5N4L100.form78, 130, 38, 3, 26, 10, false
P0.5N4L100.form79, 136, 3, 0, 0, 0, false
P0.5N4L100.form80, 130, 5, 0, 3, 5, false
P0.5N4L100.form81, 136, 243, 5, 173, 5000, true
P0.5N4L100.form82, 136, 26, 0, 0, 0, false
P0.5N4L100.form83, 121, 63, 0, 60, 9, false
P0.5N4L100.form84, 139, 48, 1, 20, 306, false
P0.5N4L100.form85, 133, 22, 0, 19, 4, false
P0.5N4L100.form86, 127, 3, 0, 0, 0, false
P0.5N4L100.form87, 130, 62, 2, 50, 57, false
P0.5N4L100.form88, 145, 3, 0, 1, 0, false
P0.5N4L100.form89, 133, 25, 0, 18, 12, false
P0.5N4L100.form90, 148, 3, 0, 0, 0, false
P0.5N4L100.form91, 133, 4, 0, 0, 0, false
P0.5N4L100.form92, 139, 3, 0, 0, 1, false
P0.5N4L100.form93, 118, 6, 0, 3, 0, false
P0.5N4L100.form94, 133, 4, 0, 1, 0, false
P0.5N4L100.form95, 136, 7, 0, 5, 1, false
P0.5N4L100.form96, 139, 5000, 5000, 5000, 5000, TO
P0.5N4L100.form97, 133, 6, 0, 4, 0, false
P0.5N4L100.form98, 130, 129, 1, 123, 0, false
P0.5N4L100.form99, 130, 3, 0, 0, 0, false
P0.5N4L100.form100, 142, 5000, 5000, 5000, 5000, TO
P0.5N4L100.form101, 145, 12, 1, 8, 1, false
P0.5N4L100.form102, 124, 2, 0, 0, 0, false
P0.5N4L100.form103, 133, 2, 0, 0, 0, false
P0.5N4L100.form104, 115, 128, 3, 117, 4, false
P0.5N4L100.form105, 142, 5, 1, 1, 1, false
P0.5N4L100.form106, 145, 4, 0, 2, 0, false
P0.5N4L100.form107, 139, 2, 0, 0, 1, false
P0.5N4L100.form108, 136, 3, 0, 0, 0, false
P0.5N4L100.form109, 148, 12, 1, 9, 0, false
P0.5N4L100.form110, 136, 3, 0, 0, 0, false
P0.5N4L100.form111, 142, 396, 1, 365, 4, false
P0.5N4L100.form112, 130, 3, 0, 0, 0, false
P0.5N4L100.form113, 139, 3, 0, 1, 0, false
P0.5N4L100.form114, 145, 1869, 14, 1751, 5000, false
P0.5N4L100.form115, 139, 64, 0, 58, 1, false
P0.5N4L100.form116, 127, 904, 19, 818, 118, false
P0.5N4L100.form117, 142, 3, 0, 0, 1, false
P0.5N4L100.form118, 154, 2, 0, 0, 1, false
P0.5N4L100.form119, 145, 18, 0, 15, 2, false
P0.5N4L100.form120, 145, 5000, 5000, 5000, 5000, TO
P0.5N4L100.form121, 133, 3, 0, 0, 0, false
P0.5N4L100.form122, 127, 2, 0, 0, 0, false
P0.5N4L100.form123, 136, 6, 0, 1, 5000, true
P0.5N4L100.form124, 142, 5, 0, 3, 1, false
P0.5N4L100.form125, 130, 10, 0, 8, 1, false
P0.5N4L100.form126, 124, 294, 0, 238, 11, false
P0.5N4L100.form127, 115, 460, 2, 447, 4, false
P0.5N4L100.form128, 142, 15, 1, 11, 1, false
P0.5N4L100.form129, 148, 68, 1, 62, 1, false
P0.5N4L100.form130, 139, 969, 1, 957, 4, false
P0.5N4L100.form131, 136, 21, 0, 17, 5, false
P0.5N4L100.form132, 139, 11, 0, 8, 0, false
P0.5N4L100.form133, 139, 5, 1, 2, 0, false
P0.5N4L100.form134, 145, 3, 0, 0, 0, false
P0.5N4L100.form135, 133, 3, 0, 1, 0, false
P0.5N4L100.form136, 142, 6, 0, 3, 0, false
P0.5N4L100.form137, 139, 88, 3, 79, 125, false
P0.5N4L100.form138, 136, 140, 1, 117, 5000, false
P0.5N4L100.form139, 115, 3, 0, 1, 4, false
P0.5N4L100.form140, 121, 112, 5, 58, 5000, true
P0.5N4L100.form141, 136, 4, 0, 2, 10, false
P0.5N4L100.form142, 139, 87, 2, 80, 1, false
P0.5N4L100.form143, 148, 235, 1, 179, 7, false
P0.5N4L100.form144, 133, 18, 0, 15, 0, false
P0.5N4L100.form145, 130, 128, 11, 51, 122, false
P0.5N4L100.form146, 139, 3, 0, 0, 0, false
P0.5N4L100.form147, 133, 2, 0, 0, 0, false
P0.5N4L100.form148, 133, 150, 0, 142, 1, false
P0.5N4L100.form149, 136, 40, 1, 36, 5, false
P0.5N4L100.form150, 136, 19, 0, 16, 1, false
P0.5N4L100.form151, 130, 3, 0, 1, 1, false
P0.5N4L100.form152, 124, 6, 0, 4, 4, false
P0.5N4L100.form153, 148, 2, 0, 0, 0, false
P0.5N4L100.form154, 145, 102, 2, 83, 4, false
P0.5N4L100.form155, 115, 6, 0, 3, 3, false
P0.5N4L100.form156, 130, 2, 0, 0, 0, false
P0.5N4L100.form157, 136, 13, 0, 11, 4, false
P0.5N4L100.form158, 148, 8, 0, 5, 0, false
P0.5N4L100.form159, 139, 3, 1, 0, 0, false
P0.5N4L100.form160, 142, 26, 1, 21, 2, false
P0.5N4L100.form161, 160, 6, 0, 3, 1, false
P0.5N4L100.form162, 133, 93, 1, 88, 1, false
P0.5N4L100.form163, 148, 109, 0, 101, 3, false
P0.5N4L100.form164, 133, 657, 6, 594, 4, false
P0.5N4L100.form165, 148, 1565, 5, 365, 6, false
P0.5N4L100.form166, 124, 24, 2, 14, 246, false
P0.5N4L100.form167, 139, 77, 1, 53, 0, false
P0.5N4L100.form168, 136, 10, 0, 5, 1, false
P0.5N4L100.form169, 142, 3, 0, 0, 0, false
P0.5N4L100.form170, 130, 5, 0, 0, 0, false
P0.5N4L100.form171, 130, 865, 17, 614, 1148, false
P0.5N4L100.form172, 124, 2, 0, 0, 0, false
P0.5N4L100.form173, 130, 11, 0, 8, 7, false
P0.5N4L100.form174, 139, 2, 0, 0, 0, false
P0.5N4L100.form175, 127, 335, 7, 155, 5000, false
P0.5N4L100.form176, 139, 8, 0, 5, 0, false
P0.5N4L100.form177, 145, 115, 3, 68, 11, false
P0.5N4L100.form178, 133, 3, 0, 0, 0, false
P0.5N4L100.form179, 130, 4, 1, 1, 0, false
P0.5N4L100.form180, 145, 345, 10, 229, 63, false
P0.5N4L100.form181, 148, 7, 0, 5, 1, false
P0.5N4L100.form182, 151, 3, 1, 0, 0, false
P0.5N4L100.form183, 130, 3, 0, 0, 1, false
P0.5N4L100.form184, 142, 10, 0, 3, 2, false
P0.5N4L100.form185, 127, 4, 0, 1, 0, false
P0.5N4L100.form186, 145, 11, 1, 8, 0, false
P0.5N4L100.form187, 142, 2, 0, 0, 0, false
P0.5N4L100.form188, 139, 3, 0, 0, 1, false
P0.5N4L100.form189, 133, 4, 0, 2, 1, false
P0.5N4L100.form190, 166, 995, 11, 913, 5000, false
P0.5N4L100.form191, 136, 7, 0, 3, 0, false
P0.5N4L100.form192, 145, 44, 1, 41, 4, false
P0.5N4L100.form193, 127, 28, 2, 23, 9, false
P0.5N4L100.form194, 130, 19, 0, 16, 1, false
P0.5N4L100.form195, 145, 50, 1, 44, 1, false
P0.5N4L100.form196, 136, 4, 0, 0, 0, false
P0.5N4L100.form197, 133, 26, 0, 20, 0, false
P0.5N4L100.form198, 124, 15, 0, 12, 0, false
P0.5N4L100.form199, 157, 26, 0, 22, 2, false
P0.5N4L100.form200, 121, 3, 0, 1, 1, false
P0.5N4L100.form201, 130, 68, 0, 64, 2, false
P0.5N4L100.form202, 142, 12, 0, 5, 5000, true
P0.5N4L100.form203, 142, 21, 1, 15, 4, false
P0.5N4L100.form204, 127, 5, 0, 3, 0, false
P0.5N4L100.form205, 133, 8, 1, 4, 0, false
P0.5N4L100.form206, 130, 3, 0, 1, 0, false
P0.5N4L100.form207, 127, 3, 0, 0, 0, false
P0.5N4L100.form208, 121, 7, 0, 4, 1, false
P0.5N4L100.form209, 127, 7, 0, 3, 1, false
P0.5N4L100.form210, 136, 4, 0, 1, 0, false
P0.5N4L100.form211, 142, 36, 0, 29, 67, false
P0.5N4L100.form212, 142, 2, 0, 0, 0, false
P0.5N4L100.form213, 136, 76, 0, 69, 6, false
P0.5N4L100.form214, 139, 4, 0, 0, 0, false
P0.5N4L100.form215, 127, 17, 0, 14, 0, false
P0.5N4L100.form216, 148, 29, 0, 18, 1, false
P0.5N4L100.form217, 136, 5000, 5000, 5000, 5000, TO
P0.5N4L100.form218, 136, 16, 1, 12, 1, false
P0.5N4L100.form219, 133, 3, 0, 0, 0, false
P0.5N4L100.form220, 151, 6, 1, 2, 1, false
P0.5N4L100.form221, 142, 4, 0, 2, 1, false
P0.5N4L100.form222, 133, 2, 0, 0, 1, false
P0.5N4L100.form223, 139, 1184, 9, 1074, 387, false
P0.5N4L100.form224, 142, 78, 2, 33, 1, false
P0.5N4L100.form225, 130, 8, 0, 2, 0, false
P0.5N4L100.form226, 148, 2, 0, 0, 0, false
P0.5N4L100.form227, 139, 23, 2, 16, 1, false
P0.5N4L100.form228, 133, 2, 0, 0, 0, false
P0.5N4L100.form229, 124, 4, 0, 2, 1, false
P0.5N4L100.form230, 136, 4, 0, 0, 1, false
P0.5N4L100.form231, 133, 377, 5, 211, 5, false
P0.5N4L100.form232, 145, 3, 0, 0, 0, false
P0.5N4L100.form233, 130, 2, 0, 0, 0, false
P0.5N4L100.form234, 145, 1139, 8, 1122, 105, false
P0.5N4L100.form235, 136, 10, 0, 7, 1, false
P0.5N4L100.form236, 142, 214, 5, 199, 4, false
P0.5N4L100.form237, 127, 10, 0, 7, 1, false
P0.5N4L100.form238, 136, 3, 0, 0, 0, false
P0.5N4L100.form239, 136, 2, 0, 0, 1, false
P0.5N4L100.form240, 142, 14, 0, 10, 0, false
P0.5N4L100.form241, 136, 6, 0, 0, 0, false
P0.5N4L100.form242, 145, 48, 0, 43, 1, false
P0.5N4L100.form243, 133, 5, 0, 0, 0, false
P0.5N4L100.form244, 136, 113, 1, 105, 12, false
P0.5N4L100.form245, 148, 3, 0, 1, 0, false
P0.5N4L100.form246, 130, 8, 0, 5, 17, false
P0.5N4L100.form247, 136, 6, 0, 4, 246, false
P0.5N4L100.form248, 121, 3, 0, 0, 0, false
P0.5N4L100.form249, 136, 9, 0, 5, 0, false
P0.5N4L100.form250, 139, 95, 3, 76, 282, false
P0.5N4L100.form251, 133, 2, 0, 0, 0, false
P0.5N4L100.form252, 136, 3, 1, 0, 0, false
P0.5N4L100.form253, 133, 1850, 14, 260, 208, false
P0.5N4L100.form254, 139, 3, 1, 0, 0, false
P0.5N4L100.form255, 154, 28, 0, 25, 0, false
P0.5N4L100.form256, 145, 53, 0, 44, 66, false
P0.5N4L100.form257, 139, 5, 1, 1, 0, false
P0.5N4L100.form258, 136, 5, 0, 3, 1, false
P0.5N4L100.form259, 142, 2, 0, 0, 0, false
